,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
77833,2019136761795,1,9,0,18,0,1,0,0,0,0,3,1,6,1,48,8,1995,2,14,5,1,5
77834,2019136761795,2,9,0,7,0,6,0,0,0,0,1,1,6,2,31,6,1896,2,13,3,1,3
77837,2019136761899,1,9,0,18,0,8,0,0,0,0,4,1,6,2,19,4,1400,2,12,1,1,1
77838,2019136761899,2,9,0,18,0,8,1,10,8,11,3,1,6,2,30,6,1984,1,12,1,1,1
77847,2019136771141,1,8,0,1,0,8,0,0,0,0,4,1,1,1,30,6,1968,2,9,6,1,6
77854,2019136780284,1,90,0,18,0,8,0,0,0,0,4,1,1,2,24,5,2287,2,-1,8,1,8
77855,2019136780284,2,9,0,18,0,8,0,0,0,0,1,1,2,2,63,9,1242,8,-1,5,1,5
77856,2019136780691,1,9,0,9,0,8,0,0,0,0,4,1,6,1,51,8,1598,2,6,1,1,1
77857,2019136780691,2,8,0,18,0,8,0,0,0,0,4,1,1,1,31,6,1798,8,1,1,1,1
77860,2019136781221,1,9,0,7,9,6,0,0,1,10,4,1,6,1,79,11,1560,2,10,4,2,4
77861,2019136781687,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1796,1,11,-1,-1,-1
77862,2019136781738,1,9,0,18,0,0,0,0,0,0,1,1,6,1,21,5,1560,2,7,1,1,1
77865,2019136781866,1,9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,1598,2,7,1,1,1
77866,2019136781866,2,9,0,3,0,0,0,0,0,0,2,1,6,2,59,9,1086,1,12,6,1,6
77880,2019136791086,1,8,0,18,0,0,0,0,0,0,1,1,1,1,48,8,1798,1,9,2,1,2
77892,20191367A1066,1,9,0,9,0,8,0,0,0,0,1,1,6,1,47,8,1598,2,5,1,1,1
77893,20191367A1066,2,9,0,18,0,8,0,0,0,0,1,1,6,2,39,7,1598,1,6,10,1,10
77896,20191367A1239,1,1,0,5,0,0,0,0,0,0,3,1,6,1,7,2,-1,-1,-1,1,1,1
77897,20191367A1239,2,21,0,18,0,0,0,0,0,0,4,1,1,1,72,10,12902,2,6,3,1,3
77898,20191367A1456,1,4,0,18,0,8,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,-1,-1
77899,20191367A1456,2,9,0,9,0,5,0,0,0,0,3,1,2,2,48,8,2143,12,4,8,1,8
77906,20191367A2161,1,9,0,18,0,2,1,0,1,4,3,1,6,1,22,5,1248,2,12,1,1,1
77923,20191367B1654,1,9,0,18,0,1,0,0,0,0,4,1,6,1,41,7,2143,2,2,3,1,3
77924,20191367B1654,2,1,0,18,0,1,5,0,0,0,1,1,6,1,55,8,-1,-1,-1,9,2,9
77933,20191367B1814,1,9,0,9,0,8,0,0,0,0,4,1,6,1,47,8,1596,1,15,7,1,7
77934,20191367B1814,2,9,0,2,0,2,0,0,0,0,3,1,6,3,-1,-1,1968,2,5,-1,-1,-1
77949,20191367C1391,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
77950,20191367C1391,2,9,0,9,0,5,0,0,0,0,3,1,6,2,25,5,1499,1,3,5,1,5
77953,20191367D0367,1,9,0,18,0,2,0,0,0,0,1,2,1,1,48,8,2993,2,2,1,1,1
77954,20191367D0367,2,9,0,18,0,2,0,0,0,0,2,2,1,1,45,7,2993,2,2,1,1,1
77986,20191367E0365,1,9,0,18,0,0,2,0,1,11,1,1,6,1,30,6,2184,2,19,7,2,7
77987,20191367E0365,2,9,0,2,0,0,0,0,0,0,1,1,6,1,29,6,-1,-1,-1,1,1,1
77988,20191367E0365,3,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1398,1,4,1,1,1
77989,20191367E0456,1,19,0,18,0,8,0,0,0,0,3,1,6,1,21,5,-1,-1,-1,2,1,2
77990,20191367E0456,2,19,0,18,0,8,0,0,1,0,1,1,1,1,68,10,1598,2,8,2,1,2
77991,20191367E0915,1,9,0,18,0,1,0,0,0,0,1,1,6,1,68,10,1364,1,2,1,1,1
77999,20191367F0276,1,9,0,16,0,1,0,0,1,4,1,1,2,2,35,6,1499,1,1,7,1,7
78000,20191367F0276,2,9,0,3,0,1,0,0,0,0,2,1,2,2,48,8,1598,1,13,2,1,2
78020,20191367G0777,1,8,0,1,0,1,0,0,0,0,2,1,6,1,54,8,1968,2,3,4,1,4
78042,20191367H1500,1,9,0,9,0,6,0,0,0,0,3,1,6,1,43,7,1598,2,5,8,1,8
78043,20191367H1500,2,9,0,18,0,8,0,0,1,4,1,1,6,1,33,6,1968,2,-1,8,1,8
78064,20191367I1571,1,9,0,7,0,5,0,0,0,0,1,1,6,1,-1,-1,1984,1,2,-1,-1,-1
78065,20191367I1571,2,9,0,3,0,6,0,0,0,0,1,1,6,1,30,6,1995,2,2,-1,-1,-1
78092,20191367J1797,1,9,0,18,0,0,0,0,0,0,1,1,6,1,21,5,1299,1,15,1,1,1
78110,20191367K0938,1,9,0,18,0,0,0,0,0,0,1,1,6,2,79,11,1560,2,11,10,1,10
78112,20191367K1310,1,9,0,9,0,6,0,0,3,0,1,1,6,1,18,4,1582,2,11,1,1,1
78113,20191367K1310,2,9,0,18,0,8,0,0,0,0,4,1,6,2,27,6,1598,2,5,5,1,5
78119,20191367L0347,1,9,0,18,0,0,1,0,7,4,1,1,6,1,21,5,1242,1,11,1,1,1
78124,20191367L0846,1,9,0,18,0,8,0,0,0,0,3,1,6,1,38,7,1461,2,8,-1,-1,-1
78125,20191367L0846,2,9,0,18,0,8,0,0,0,0,1,1,6,1,52,8,998,1,3,-1,-1,-1
78135,20191367M1656,1,9,0,18,0,0,0,0,0,11,4,1,6,2,56,9,2179,2,4,5,1,5
78138,20191367N0378,1,9,0,18,0,8,0,0,0,0,1,1,6,1,20,4,1968,2,2,1,1,1
78139,20191367N0378,2,9,0,9,0,2,0,0,0,0,3,1,2,2,25,5,998,1,2,6,1,6
78140,20191367N0503,1,9,0,18,0,0,0,0,0,0,4,1,6,2,85,11,998,1,4,6,1,6
78141,20191367N0503,2,9,0,2,0,0,0,0,0,0,4,1,6,2,28,6,1997,2,8,6,1,6
78146,20191367N0778,1,9,0,11,2,0,0,0,0,0,2,1,6,1,28,6,1998,1,15,-1,-1,-1
78147,20191367N0778,2,11,0,18,2,0,0,0,0,0,1,1,1,1,19,4,5132,2,4,7,1,7
78150,20191367N1558,1,9,0,4,0,4,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78151,20191367N1558,2,9,0,5,0,4,0,0,0,0,2,1,6,2,61,9,2231,2,6,4,2,4
78154,20191367N1716,1,9,0,18,0,0,0,0,0,0,3,1,6,1,47,8,1956,2,8,4,1,4
78161,20191367O0333,1,9,0,18,0,8,0,0,0,0,3,1,2,1,39,7,1686,2,6,1,1,1
78162,20191367O0333,2,1,0,18,0,8,5,0,0,0,1,1,2,1,55,8,-1,-1,-1,1,1,1
78176,20191367O1321,1,9,0,18,0,8,0,0,0,0,2,1,6,1,30,6,1560,2,7,-1,-1,-1
78177,20191367O1321,2,9,0,9,0,1,0,0,0,0,1,1,6,1,40,7,1229,1,4,-1,-1,-1
78184,20191367O2047,1,9,0,1,0,8,0,4,0,0,4,1,6,2,33,6,1248,2,9,1,1,1
78185,20191367O2047,2,9,0,2,0,1,0,0,0,0,2,1,6,1,46,8,1560,2,6,3,1,3
78186,20191367O2159,1,9,0,9,0,8,0,0,0,0,4,1,6,1,17,4,1598,2,-1,1,1,1
78187,20191367O2159,2,9,0,18,0,8,0,0,0,0,1,1,2,2,26,6,1329,1,9,4,1,4
78189,20191367P0549,1,9,0,18,0,0,0,0,0,0,1,1,1,1,34,6,-1,-1,-1,10,1,10
78195,20191367P1186,1,9,0,5,0,0,0,0,0,0,1,1,6,2,30,6,1595,1,10,2,1,2
78196,20191367P1186,2,9,0,2,0,0,0,0,0,0,0,1,6,3,-1,-1,1598,2,5,-1,-1,-1
78207,20191367P2174,1,9,0,10,0,8,0,0,0,0,2,1,6,1,35,6,2183,2,7,-1,-1,-1
78208,20191367P2174,2,9,0,18,0,1,0,0,0,0,1,1,6,2,40,7,1598,1,13,-1,-1,-1
78209,20191367Q0337,1,1,0,17,0,1,0,0,1,11,4,1,6,1,34,6,-1,-1,-1,6,1,6
78210,20191367Q0400,1,5,0,18,0,8,0,0,0,0,1,1,6,1,31,6,1300,1,10,4,1,4
78211,20191367Q0400,2,9,0,9,0,8,0,0,0,0,3,1,6,1,48,8,1900,2,14,3,1,3
78216,20191367Q1009,1,1,0,7,0,2,0,0,0,0,1,1,6,2,6,2,-1,-1,-1,1,1,1
78217,20191367Q1009,2,19,0,7,0,2,0,0,0,0,4,1,1,1,65,9,2198,2,5,8,1,8
78223,20191367Q1766,1,9,0,18,0,0,0,0,0,0,1,1,6,2,21,5,1598,2,8,1,1,1
78227,20191367R0938,1,9,0,9,0,5,0,0,0,0,1,1,6,1,31,6,1596,1,16,1,1,1
78228,20191367R0938,2,9,0,18,0,8,0,0,0,0,3,1,6,1,63,9,1398,1,6,7,2,7
78245,20191367S1136,1,9,0,18,0,1,0,0,0,0,1,1,6,1,20,4,2967,2,8,5,1,5
78246,20191367S1136,2,9,0,4,0,1,0,0,0,0,2,1,6,1,53,8,1794,1,12,1,1,1
78249,20191367T0051,1,9,0,4,0,0,1,0,0,0,1,1,6,2,38,7,1200,1,5,3,1,3
78250,20191367T0051,2,9,0,3,0,0,0,0,0,0,2,1,6,1,27,6,1968,2,7,1,1,1
78252,20191367T0609,1,9,0,18,0,8,0,0,0,0,3,1,6,1,76,11,1794,1,16,4,1,4
78253,20191367T0609,2,9,0,18,0,8,0,0,0,0,1,1,6,2,54,8,1598,1,7,4,1,4
78261,20191367T1362,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78266,20191367U0052,1,9,0,7,0,5,0,0,3,0,1,1,6,1,40,7,1461,2,2,-1,-1,-1
78267,20191367U0052,2,9,0,18,0,6,0,0,0,0,0,1,1,1,39,7,2993,2,-1,-1,-1,-1
78279,20191367U1379,1,9,0,7,0,1,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
78280,20191367U1379,2,3,0,18,0,8,1,0,0,0,0,1,1,1,22,5,124,1,3,6,1,6
78293,20191367V1486,1,9,0,1,0,0,0,0,0,0,2,1,6,2,45,7,1598,1,12,1,1,1
78318,2019136820377,1,9,0,9,0,8,0,0,0,0,1,1,2,1,61,9,1598,2,3,5,1,5
78319,2019136820377,2,9,0,18,0,8,0,0,0,0,1,1,6,2,21,5,1497,8,5,1,1,1
78324,2019136821210,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1997,2,11,-1,-1,-1
78325,2019136821210,2,8,0,18,0,0,0,0,0,0,2,1,6,1,-1,-1,1598,2,7,-1,-1,-1
78328,2019136821411,1,9,0,9,0,8,0,0,0,0,1,1,6,2,37,7,1598,1,7,5,1,5
78329,2019136821411,2,9,0,18,0,8,0,0,0,0,1,1,6,2,39,7,1461,2,8,4,1,4
78331,2019136821932,1,9,0,18,0,8,0,0,0,0,2,1,6,1,35,6,1598,2,7,2,1,2
78332,2019136821932,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1995,2,9,-1,-1,-1
78339,2019136830919,1,9,0,4,0,0,0,0,0,0,1,1,6,1,31,6,1984,1,5,1,1,1
78344,2019136840522,1,9,0,9,0,1,0,0,0,0,1,1,6,2,39,7,1197,1,8,6,1,6
78345,2019136840522,2,9,0,18,0,8,0,0,0,0,4,1,6,1,56,9,2198,2,13,1,1,1
78363,2019136850158,1,9,0,9,0,2,0,0,0,0,1,1,6,1,18,4,998,1,13,2,1,2
78364,2019136850158,2,9,0,9,0,8,0,0,0,0,1,1,6,2,18,4,1598,2,4,1,1,1
78365,2019136850158,3,9,0,10,0,1,0,0,0,0,1,1,6,1,42,7,1598,2,7,1,1,1
78371,2019136851225,1,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
78372,2019136851225,2,19,0,18,0,8,0,0,0,0,1,1,1,1,40,7,1956,2,2,1,1,1
78380,2019136860220,1,9,0,1,9,2,0,0,0,0,2,1,6,3,-1,-1,1984,1,1,-1,-1,-1
78381,2019136860220,2,9,0,4,9,2,0,0,0,0,1,1,1,1,40,7,2993,2,1,1,1,1
78384,2019136860499,1,9,0,18,0,8,0,0,0,0,4,1,6,2,-1,-1,1968,2,9,2,1,2
78385,2019136860499,2,9,0,18,0,8,0,0,0,0,3,1,6,2,25,5,1598,2,3,1,1,1
78393,2019136870451,1,9,0,18,0,0,0,0,0,0,1,1,6,1,33,6,1598,2,3,9,1,9
78394,2019136870587,1,9,0,9,0,8,0,0,0,0,4,1,6,1,74,10,1364,1,9,6,1,6
78395,2019136870587,2,1,0,18,0,8,5,0,0,0,1,1,6,2,19,4,-1,-1,-1,1,1,1
78399,2019136871364,1,9,0,18,0,8,0,0,0,0,4,1,2,1,67,10,1999,1,12,2,1,2
78400,2019136871364,2,9,0,18,0,8,0,0,0,0,1,1,2,2,24,5,1242,1,5,9,2,9
78409,2019136880745,1,21,0,1,0,0,0,0,0,0,3,1,6,1,30,6,-1,-1,-1,8,1,8
78416,2019136882035,1,9,0,16,0,1,0,0,3,11,1,1,6,2,18,4,1242,1,7,5,1,5
78429,2019136891006,1,9,0,10,0,6,0,0,0,0,1,1,6,1,38,7,1560,2,5,8,1,8
78430,2019136891006,2,22,0,18,0,8,5,0,0,0,4,1,6,1,75,10,-1,-1,-1,6,1,6
78435,2019136891207,1,19,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,1870,2,14,-1,-1,-1
78436,2019136891207,2,9,0,18,0,0,0,0,0,0,2,1,6,1,53,8,1956,2,3,8,1,8
78437,2019136891207,3,9,0,18,0,0,0,0,0,0,2,1,6,2,45,7,1248,2,12,3,1,3
78442,2019136891752,1,9,0,5,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78443,2019136891752,2,9,0,18,0,0,0,0,0,0,4,1,6,2,20,4,-1,-1,-1,2,1,2
78446,2019136891965,1,9,0,5,0,1,0,0,0,0,2,1,6,2,46,8,-1,-1,-1,2,1,2
78447,2019136891965,2,9,0,5,0,1,0,0,0,0,1,1,6,1,-1,-1,1968,2,4,1,1,1
78456,20191368A1022,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1968,2,13,-1,-1,-1
78457,20191368A1022,2,9,0,18,0,8,0,0,0,0,3,1,6,2,20,4,1248,2,9,-1,-1,-1
78458,20191368A1088,1,8,0,18,0,8,0,0,0,0,1,1,1,1,40,7,1598,2,7,1,1,1
78459,20191368A1088,2,9,0,3,0,8,0,0,0,0,4,1,6,2,33,6,1240,1,14,1,1,1
78466,20191368A1809,1,9,0,9,0,5,0,0,0,0,1,1,6,2,25,5,1600,2,10,3,1,3
78489,20191368C1167,1,9,0,18,0,1,0,11,7,1,1,1,6,1,19,4,1798,1,6,-1,-1,-1
78490,20191368C1167,2,9,0,9,0,1,0,0,0,0,3,1,2,2,40,7,1560,2,6,7,1,7
78500,20191368C1635,1,9,0,18,0,0,0,0,0,0,3,1,6,1,22,5,1248,2,12,2,2,2
78504,20191368D0203,1,9,0,16,0,0,0,0,0,0,1,1,1,1,24,5,2477,2,14,6,3,6
78505,20191368D0203,2,19,0,17,0,0,0,0,0,0,1,1,1,1,33,6,1995,2,1,2,1,2
78512,20191368D1093,1,11,0,2,0,0,0,0,0,0,4,1,1,1,61,9,6690,2,2,2,1,2
78519,20191368D1406,1,19,0,9,0,8,0,0,0,0,4,1,6,1,28,6,1598,2,8,6,1,6
78520,20191368D1406,2,9,0,18,0,1,0,0,0,0,1,1,6,1,18,4,1596,1,5,2,1,2
78530,20191368E0938,1,11,0,17,0,0,0,0,0,0,4,1,1,1,47,8,9360,2,11,1,1,1
78558,20191368G0084,1,9,0,18,0,0,0,0,0,0,1,1,6,2,36,7,998,1,14,1,1,1
78559,20191368G0084,2,9,0,18,0,0,0,0,0,0,2,1,6,1,51,8,1796,1,4,1,1,1
78574,20191368G1405,1,9,0,18,0,2,0,0,0,0,1,1,6,1,21,5,1364,1,12,5,1,5
78575,20191368G1689,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,2204,2,12,-1,-1,-1
78576,20191368G1689,2,9,0,18,0,8,0,0,7,1,4,1,6,1,36,7,1499,2,3,3,1,3
78583,20191368H0066,1,9,0,5,0,6,0,0,0,0,0,1,6,1,28,6,1390,1,12,-1,-1,-1
78584,20191368H0066,2,9,0,18,0,8,0,0,0,1,4,1,6,1,28,6,2967,2,4,-1,-1,-1
78585,20191368H0187,1,9,0,18,0,0,0,0,0,0,4,1,6,1,49,8,1900,2,13,3,1,3
78588,20191368H0490,1,9,0,18,0,0,0,0,0,0,3,1,6,1,50,8,1298,1,22,-1,-1,-1
78589,20191368H0490,2,9,0,18,0,0,0,0,0,0,4,1,6,1,64,9,1598,1,6,-1,-1,-1
78594,20191368H2047,1,9,0,14,0,1,0,0,0,0,1,1,6,1,39,7,1596,1,11,1,1,1
78597,20191368I0490,1,3,0,17,0,0,1,0,1,10,1,1,6,1,20,4,124,1,3,2,1,2
78600,20191368I0878,1,1,0,18,0,0,0,4,0,0,2,1,6,1,20,4,-1,-1,-1,4,1,4
78601,20191368I0878,2,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78602,20191368I0878,3,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,-1,1999,2,2,4,1,4
78603,20191368I0878,4,9,0,2,0,0,0,0,0,0,3,1,6,2,-1,-1,998,1,6,2,1,2
78616,20191368J0534,1,9,0,11,0,1,0,0,0,0,4,1,6,3,-1,-1,1956,2,3,-1,-1,-1
78617,20191368J0534,2,9,0,18,0,1,0,0,0,0,3,1,6,1,35,6,998,1,1,3,1,3
78620,20191368J0823,1,9,0,1,0,8,0,0,0,0,2,1,6,1,44,7,1597,2,2,8,1,8
78622,20191368J0951,1,9,0,18,0,1,0,0,0,0,1,1,6,2,45,7,1986,2,13,3,1,3
78623,20191368J0951,2,9,0,3,0,1,0,0,0,0,2,1,6,1,45,7,1968,2,7,1,1,1
78624,20191368J0951,3,9,0,3,0,1,0,0,0,0,2,1,6,1,76,11,1364,1,12,1,1,1
78627,20191368J1266,1,9,0,9,0,6,0,0,0,0,1,1,6,2,63,9,1388,1,16,1,1,1
78628,20191368J1266,2,3,0,18,0,1,0,0,0,0,1,1,6,1,25,5,124,1,7,4,1,4
78633,20191368J2091,1,9,0,18,0,8,0,0,0,0,1,1,6,1,16,4,-1,-1,-1,2,1,2
78634,20191368J2091,2,9,0,6,0,8,0,0,0,0,3,1,6,1,-1,-1,2979,1,3,-1,-1,-1
78644,20191368K1249,1,9,0,18,0,0,0,0,0,0,1,1,6,2,38,7,1248,1,1,8,1,8
78647,20191368K1615,1,9,0,18,0,0,0,0,2,4,1,1,6,1,45,7,-1,-1,-1,-1,-1,-1
78672,20191368M0542,1,9,0,18,0,0,0,0,0,0,1,1,6,1,36,7,1596,1,13,1,1,1
78673,20191368M0542,2,19,0,18,0,0,0,0,0,0,2,1,1,1,58,9,-1,-1,-1,1,1,1
78678,20191368M1167,1,9,0,18,0,0,1,0,0,0,1,1,2,2,20,4,1229,1,10,3,1,3
78679,20191368M1167,2,9,0,18,0,0,0,0,0,0,1,1,6,2,80,11,2393,1,16,10,1,10
78707,20191368N1136,1,9,0,5,0,8,0,0,0,0,1,1,6,2,40,7,2143,2,3,5,2,5
78708,20191368N1136,2,1,0,18,0,8,0,0,0,0,1,1,6,1,43,7,-1,-1,-1,9,2,9
78709,20191368N1200,1,9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1461,2,9,2,1,2
78712,20191368N1435,1,9,0,5,0,2,0,0,0,0,0,1,6,1,55,8,4164,2,24,6,1,6
78713,20191368N1435,2,4,0,18,0,1,0,0,0,0,0,1,6,1,23,5,124,1,13,1,1,1
78728,20191368O1069,1,3,0,5,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78731,20191368O1276,1,9,0,17,0,0,2,0,1,4,3,1,6,1,17,4,1984,1,2,-1,-1,-1
78743,20191368P0311,1,9,0,5,0,6,1,0,0,0,3,1,6,2,23,5,1363,2,15,1,1,1
78744,20191368P0311,2,9,0,18,0,8,0,0,0,0,1,1,1,1,37,7,1798,8,6,4,1,4
78745,20191368P0583,1,9,0,9,0,8,0,0,0,0,1,1,6,1,53,8,-1,-1,-1,5,2,5
78746,20191368P0583,2,9,0,18,0,8,0,0,0,0,1,1,6,2,80,11,1595,1,1,5,1,5
78781,20191368Q1798,1,9,0,18,0,0,0,0,0,0,3,1,6,1,30,6,1248,2,12,1,1,1
78782,20191368Q1798,2,1,0,18,0,0,0,0,0,0,4,1,6,1,3,1,-1,-1,-1,2,1,2
78791,20191368R0394,1,9,0,18,0,8,0,0,0,0,1,1,6,2,76,11,998,1,2,8,1,8
78792,20191368R0394,2,9,0,3,0,8,0,0,0,0,2,1,6,1,61,9,1360,1,7,5,1,5
78801,20191368R1583,1,9,0,18,0,3,0,0,0,0,4,1,6,1,29,6,-1,-1,-1,-1,-1,-1
78802,20191368R1583,2,9,0,18,0,3,0,0,0,0,3,1,1,2,41,7,1296,1,12,3,1,3
78803,20191368R1699,1,9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1598,1,8,8,1,8
78804,20191368R1699,2,9,0,4,0,0,0,0,0,0,2,1,6,1,21,5,1598,2,8,-1,-1,-1
78805,20191368R1775,1,9,0,18,0,0,0,0,0,0,4,1,6,1,43,7,1242,1,16,1,1,1
78812,20191368S0358,1,9,0,15,0,0,0,0,0,0,4,1,6,1,37,7,1197,1,3,-1,-1,-1
78813,20191368S0358,2,1,0,18,0,0,0,0,0,0,3,1,6,1,30,6,-1,-1,-1,-1,-1,-1
78824,20191368T0296,1,9,0,9,0,8,0,0,0,0,1,1,1,1,59,9,1984,2,6,-1,-1,-1
78825,20191368T0296,2,1,0,18,0,8,0,0,0,0,3,1,1,1,50,8,-1,-1,-1,7,3,7
78828,20191368T0326,1,9,0,18,0,1,0,0,0,0,4,1,1,1,69,10,-1,-1,-1,2,1,2
78829,20191368T0326,2,9,0,9,0,1,0,0,0,0,1,1,6,1,31,6,1560,2,8,1,1,1
78832,20191368T0482,1,21,0,18,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78833,20191368T0482,2,1,0,18,0,0,0,0,0,0,3,1,6,1,28,6,-1,-1,-1,1,1,1
78845,20191368T1544,1,9,0,12,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78846,20191368T1544,2,11,0,18,0,0,0,0,0,0,0,1,1,1,36,7,6692,2,7,3,1,3
78852,20191368U0339,1,9,0,18,0,0,0,0,0,11,1,1,6,1,27,6,1968,2,11,1,1,1
78863,20191368U1291,1,21,1,18,0,8,0,0,0,0,3,2,1,1,44,7,-1,-1,-1,-1,-1,-1
78864,20191368U1291,2,9,0,18,0,8,0,0,0,0,4,1,2,2,49,8,998,1,1,10,1,10
78870,20191368V0727,1,9,0,9,0,5,0,0,0,0,1,1,6,1,34,6,1968,2,6,4,1,4
78871,20191368V0727,2,9,0,18,0,8,0,0,0,0,1,1,6,1,25,5,2979,1,5,1,1,1
78878,20191368V1639,1,9,0,18,0,0,0,0,0,0,4,1,6,1,28,6,1896,2,15,1,1,1
78884,2019136910680,1,9,0,9,0,8,0,0,0,0,3,1,6,2,26,6,1229,1,5,1,1,1
78885,2019136910680,2,9,0,18,0,8,0,0,0,0,1,1,6,1,35,6,1997,2,7,8,1,8
78895,2019136911164,1,9,0,18,0,1,0,0,0,0,2,1,6,1,45,7,1390,1,17,7,1,7
78896,2019136911164,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78897,2019136911164,3,9,0,18,0,1,0,0,0,0,2,1,6,2,42,7,-1,-1,-1,1,1,1
78905,2019136920343,1,9,0,4,0,0,0,0,0,0,1,1,6,2,50,8,2982,2,4,-1,-1,-1
78906,2019136920343,2,9,0,4,0,0,0,0,0,0,2,1,6,1,42,7,-1,-1,-1,1,1,1
78928,2019136940772,1,9,0,13,0,8,0,0,0,0,1,1,6,2,19,4,1598,2,1,4,1,4
78929,2019136940772,2,9,0,9,0,8,0,0,0,0,3,1,6,1,24,5,2179,2,4,7,2,7
78933,2019136941225,1,3,0,18,0,0,1,0,0,0,3,1,2,1,32,6,125,1,15,1,1,1
78956,2019136951157,1,9,0,9,0,8,0,0,0,0,4,1,6,2,47,8,1896,2,12,1,1,1
78957,2019136951157,2,9,0,18,0,8,0,0,0,0,1,1,1,1,53,8,-1,-1,-1,5,1,5
78958,2019136951234,1,9,0,18,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
78959,2019136951234,2,9,0,18,0,0,0,0,0,0,1,1,6,1,56,9,1896,2,16,1,1,1
78967,2019136960537,1,9,0,9,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
78968,2019136960537,2,9,0,9,0,1,0,0,0,0,3,1,6,1,26,6,1398,1,-1,6,-1,6
78978,2019136970432,1,9,0,18,0,8,0,0,0,0,1,1,1,1,24,5,2998,1,-1,-1,-1,-1
78982,2019136971380,1,9,0,18,0,3,0,0,0,0,1,1,2,2,39,7,1686,2,4,5,1,5
78990,2019136972196,1,9,0,6,0,0,0,0,0,0,2,1,6,2,24,5,998,1,7,7,1,7
78991,2019136972196,2,9,0,18,0,0,0,0,0,0,1,1,6,1,19,4,-1,-1,-1,1,1,1
79002,2019136981224,1,9,0,1,0,0,0,0,0,0,2,1,6,1,29,6,1595,1,12,3,1,3
79007,2019136981767,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,3982,1,4,1,1,1
79008,2019136981767,2,9,0,9,0,8,0,0,0,0,3,1,6,2,21,5,1596,1,12,3,1,3
79017,2019136991810,1,9,0,18,0,8,0,0,0,0,1,1,6,1,25,5,1968,2,11,4,1,4
79018,2019136991810,2,9,0,9,0,1,0,0,0,0,3,1,6,1,54,8,1398,1,8,4,1,4
79019,2019136991810,3,9,0,9,0,1,0,0,0,0,0,1,6,2,33,6,1598,2,8,7,1,7
79020,2019136991810,4,9,0,2,0,1,0,0,0,0,2,1,6,3,-1,-1,1560,2,4,-1,-1,-1
79025,20191369A0248,1,8,0,18,0,2,0,0,0,0,4,1,1,1,39,7,1685,2,8,1,1,1
79028,20191369A0741,1,9,0,18,0,0,0,0,0,0,4,1,6,2,-1,-1,1248,1,4,4,1,4
79040,20191369A2002,1,9,0,18,0,0,1,0,1,10,3,1,6,1,19,4,1390,1,18,-1,-1,-1
79041,20191369A2002,2,10,0,18,0,0,0,0,0,0,2,1,6,1,48,8,-1,-1,-1,7,1,7
79042,20191369A2002,3,19,0,18,0,0,0,0,0,0,2,1,6,1,59,9,2198,2,6,1,1,1
79055,20191369B1565,1,9,0,5,0,0,0,0,0,0,1,1,6,1,28,6,1796,1,13,2,1,2
