,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
43325,20191368O1069,414396.0,431720.0,-1.7830110000000001,53.781626,13,3,1,1,24/08/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010663
43327,20191368O1276,410930.0,438124.0,-1.8353849999999998,53.839268000000004,13,3,1,4,24/08/2019,7,16:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010596
43334,20191368P0311,416079.0,434909.0,-1.757306,53.81024,13,3,2,1,25/08/2019,1,03:47,200,E08000032,3,6037,6,40,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010824
43335,20191368P0583,413555.0,434350.0,-1.7956599999999998,53.805287,13,3,2,3,25/08/2019,1,10:00,200,E08000032,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010810
43355,20191368Q1798,415153.0,431629.0,-1.771528,53.780787,13,3,2,1,26/08/2019,2,18:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010735
43361,20191368R0394,412170.0,437495.0,-1.816566,53.833587,13,3,2,1,27/08/2019,3,07:30,200,E08000032,3,650,1,40,1,4,4,6265,0,0,1,1,1,0,0,2,1,E01010596
43365,20191368R1583,409612.0,440723.0,-1.855335,53.862653,13,2,2,1,27/08/2019,3,16:52,200,E08000032,3,650,1,70,1,4,4,6265,0,0,1,1,1,0,0,1,1,E01010709
43366,20191368R1699,413819.0,433016.0,-1.79171,53.79329,13,3,2,1,27/08/2019,3,17:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010658
43367,20191368R1775,417672.0,430493.0,-1.733366,53.770497999999996,13,2,1,1,27/08/2019,3,18:20,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615
43371,20191368S0358,405097.0,436682.0,-1.9240509999999997,53.826395999999995,13,3,2,1,28/08/2019,4,07:25,200,E08000032,3,629,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01010590
43378,20191368T0296,417784.0,435689.0,-1.73137,53.817195,13,3,2,1,29/08/2019,5,07:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010656
43380,20191368T0326,415249.0,428428.0,-1.770228,53.752014,13,3,2,1,29/08/2019,5,08:02,200,E08000032,3,641,6,30,3,4,4,6379,0,0,1,1,1,0,0,1,1,E01010866
43382,20191368T0482,414325.0,434407.0,-1.7839650000000002,53.805778000000004,13,3,2,1,29/08/2019,5,09:56,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010808
43389,20191368T1544,416379.0,432608.0,-1.7528720000000002,53.789549,13,3,2,3,29/08/2019,5,15:50,200,E08000032,3,647,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033690
43393,20191368U0339,413790.0,433264.0,-1.79214,53.795519999999996,13,2,1,2,30/08/2019,6,06:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630
43399,20191368U1291,406884.0,441907.0,-1.8967880000000001,53.873337,13,3,2,1,30/08/2019,6,15:59,200,E08000032,3,650,1,30,1,2,3,6035,0,5,1,1,1,0,0,1,1,E01010700
43403,20191368V0727,415959.0,433350.0,-1.759208,53.796231000000006,13,3,2,1,31/08/2019,7,11:48,200,E08000032,3,6181,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033691
43407,20191368V1639,410896.0,432241.0,-1.836108,53.786393000000004,13,3,1,2,31/08/2019,7,16:39,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,7,2,1,E01010634
43411,2019136910680,417379.0,433059.0,-1.737668,53.79357099999999,13,3,2,1,01/09/2019,1,11:34,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010606
43417,2019136911164,419228.0,433745.0,-1.7095580000000001,53.799671999999994,13,3,3,1,01/09/2019,1,16:00,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010627
43421,2019136920343,404463.0,434230.0,-1.933717,53.804363,13,3,2,1,02/09/2019,2,09:20,200,E08000032,4,6141,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01010857
43434,2019136940772,418146.0,432339.0,-1.7260669999999998,53.787074,13,3,2,1,04/09/2019,4,12:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010609
43437,2019136941225,404356.0,444553.0,-1.9352,53.897146,13,2,1,1,04/09/2019,4,16:39,200,E08000032,3,629,3,70,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01010643
43448,2019136951157,415370.0,430749.0,-1.7682779999999998,53.772870999999995,13,3,2,3,05/09/2019,5,16:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010744
43449,2019136951234,415050.0,431098.0,-1.7731169999999998,53.776017,13,3,2,1,05/09/2019,5,02:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010739
43454,2019136960537,418917.0,431933.0,-1.71439,53.783396999999994,13,3,2,1,06/09/2019,6,10:35,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010611
43460,2019136970432,417033.0,433070.0,-1.74292,53.79368100000001,13,1,1,1,07/09/2019,7,07:55,200,E08000032,3,650,3,30,9,2,3,647,0,4,1,1,1,0,0,1,1,E01010606
43463,2019136971380,419517.0,433972.0,-1.7051560000000001,53.801701,13,2,1,1,07/09/2019,7,17:12,200,E08000032,3,647,1,30,1,2,3,647,0,0,1,1,1,0,0,1,1,E01010627
43468,2019136972196,413596.0,433999.0,-1.7950529999999998,53.802131,13,3,2,2,07/09/2019,7,23:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010810
43474,2019136981224,413257.0,433545.0,-1.8002189999999998,53.798058999999995,13,3,1,1,08/09/2019,1,15:54,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010630
43477,2019136981767,410885.0,432221.0,-1.8362759999999998,53.786213000000004,13,3,2,4,08/09/2019,1,21:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01010634
43484,2019136991810,417515.0,437290.0,-1.735365,53.831593999999996,13,3,4,2,09/09/2019,2,21:02,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010690
43487,20191369A0248,417015.0,433063.0,-1.743193,53.79361899999999,13,2,1,1,10/09/2019,3,08:01,200,E08000032,3,650,3,40,3,2,3,647,2,4,1,1,1,0,0,1,1,E01010606
43489,20191369A0741,415654.0,433965.0,-1.7638080000000003,53.801768,13,3,1,1,10/09/2019,3,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010842
43495,20191369A2002,417681.0,431811.0,-1.733155,53.782343999999995,13,1,3,3,10/09/2019,3,22:54,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010613
43502,20191369B1565,417772.0,436480.0,-1.731507,53.824305,13,2,1,1,11/09/2019,4,18:40,200,E08000032,6,0,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010655
43506,20191369C0643,414177.0,437413.0,-1.786075,53.8328,13,3,2,1,12/09/2019,5,08:30,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010788
43508,20191369C0817,412247.0,433084.0,-1.8155700000000001,53.79394,13,3,2,1,12/09/2019,5,12:40,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010628
43513,20191369C1713,415788.0,430661.0,-1.761941,53.772068000000004,13,3,2,1,12/09/2019,5,19:00,200,E08000032,3,6177,6,30,6,2,3,6177,0,0,1,1,1,0,0,1,1,E01010745
43514,20191369C1863,413868.0,433722.0,-1.790935,53.799634,13,3,2,1,09/09/2019,2,20:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,2,E01010803
43516,20191369C2015,406132.0,440690.0,-1.908249,53.862407999999995,13,3,2,1,12/09/2019,5,14:32,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010711
43519,20191369D0707,409563.0,429665.0,-1.8564189999999998,53.763266,13,3,1,1,13/09/2019,6,11:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010760
43522,20191369D1782,418617.0,434023.0,-1.718818,53.802193,13,2,1,1,13/09/2019,6,19:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010626
43533,20191369E1038,416683.0,433446.0,-1.7482119999999999,53.797072,13,3,2,7,14/09/2019,7,15:04,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693
43535,20191369E1326,416098.0,433098.0,-1.757111,53.793962,13,3,2,1,14/09/2019,7,17:30,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033691
43542,20191369F0963,408489.0,434673.0,-1.872575,53.808296,13,2,2,2,15/09/2019,1,13:40,200,E08000032,6,0,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,E01010590
43543,20191369F1165,414358.0,434560.0,-1.783457,53.807153,13,3,2,1,15/09/2019,1,15:13,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010807
43551,20191369G0873,406007.0,442203.0,-1.910121,53.876008,13,3,2,1,13/09/2019,6,13:24,200,E08000032,4,6265,1,30,1,4,4,6265,0,0,1,1,1,0,0,2,2,E01010728
43557,20191369H0283,416418.0,433738.0,-1.75222,53.799704000000006,13,3,2,1,17/09/2019,3,07:50,200,E08000032,3,6181,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01033693
43564,20191369H0874,417769.0,429965.0,-1.731925,53.765749,13,3,2,2,17/09/2019,3,13:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010818
43566,20191369H1108,413660.0,432840.0,-1.794132,53.791712,13,3,1,1,17/09/2019,3,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010658
43568,20191369H1652,413973.0,434423.0,-1.78931,53.80593199999999,13,3,1,1,17/09/2019,3,18:40,200,E08000032,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01010809
43569,20191369H1817,406000.0,441213.0,-1.9102459999999999,53.86711,13,3,2,1,17/09/2019,3,18:36,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010710
43570,20191369H2103,405591.0,439606.0,-1.916495,53.852670999999994,13,3,2,1,17/09/2019,3,22:34,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010716
43571,20191369I0234,415250.0,428427.0,-1.770213,53.752005000000004,13,3,2,1,18/09/2019,4,07:14,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010866
43574,20191369I0298,413883.0,429195.0,-1.790909,53.758945999999995,13,3,2,1,18/09/2019,4,08:10,200,E08000032,3,6036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010851
43577,20191369I0701,410747.0,439201.0,-1.8381290000000001,53.848952000000004,13,3,1,1,18/09/2019,4,12:20,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010578
43582,20191369I1464,417193.0,428524.0,-1.7407419999999998,53.75281700000001,13,3,2,3,18/09/2019,4,17:38,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010818
43584,20191369I1687,415508.0,436619.0,-1.7658919999999998,53.825626,13,3,1,1,18/09/2019,4,19:06,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010776
43588,20191369J0760,416499.0,433119.0,-1.751023,53.794138000000004,13,3,2,1,19/09/2019,5,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033690
43600,20191369K0314,410169.0,430216.0,-1.8472080000000002,53.768207,13,2,2,1,20/09/2019,6,06:55,200,E08000032,3,647,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010752
43604,20191369K0364,417233.0,432363.0,-1.7399229999999999,53.787319999999994,13,3,2,1,20/09/2019,6,08:32,200,E08000032,3,650,1,40,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010613
43615,20191369K1604,404659.0,441099.0,-1.9306400000000001,53.866099,13,3,1,1,20/09/2019,6,18:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010722
43618,20191369K1799,416193.0,430443.0,-1.755807,53.770095999999995,13,3,2,1,20/09/2019,6,19:10,200,E08000032,3,6177,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01010747
43635,20191369M0515,415368.0,438274.0,-1.767936,53.84050500000001,13,3,2,2,21/09/2019,7,20:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010571
43637,20191369M1864,413809.0,433147.0,-1.7918560000000001,53.794468,13,3,2,3,22/09/2019,1,23:17,200,E08000032,6,0,6,30,9,2,6,0,0,5,4,1,2,0,2,1,1,E01010658
43638,20191369N0003,418374.0,431404.0,-1.722662,53.778662,13,2,2,6,22/09/2019,1,23:55,200,E08000032,3,6177,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,E01010609
43653,20191369O1206,405100.0,436734.0,-1.924005,53.826863,13,3,1,2,24/09/2019,3,16:30,200,E08000032,3,629,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010590
43654,20191369O1217,417169.0,432404.0,-1.7408919999999999,53.787691,13,3,2,2,22/09/2019,1,13:30,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010613
43655,20191369O1218,413109.0,434412.0,-1.802429,53.80585500000001,13,3,2,1,24/09/2019,3,16:30,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,1,1,E01010805
43661,20191369O1703,409156.0,431726.0,-1.862532,53.781797,13,3,1,3,24/09/2019,3,20:21,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01010795
43670,20191369P1068,415430.0,431948.0,-1.767309,53.783646,13,3,3,3,25/09/2019,4,15:24,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010834
43672,20191369P2242,401738.0,444602.0,-1.9750400000000001,53.897601,13,3,2,2,25/09/2019,4,23:25,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010644
43675,20191369Q0672,414811.0,432851.0,-1.77666,53.79178,13,3,2,1,26/09/2019,5,11:38,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010833
43676,20191369Q0922,405458.0,441149.0,-1.9184900000000003,53.866541000000005,13,2,1,1,26/09/2019,5,13:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01010723
43677,20191369Q1079,406923.0,441965.0,-1.896194,53.873858,13,3,2,2,26/09/2019,5,14:39,200,E08000032,3,650,1,30,1,2,6,0,0,0,1,1,2,0,0,1,1,E01010700
43685,20191369R0286,413332.0,437036.0,-1.79893,53.829434,13,3,2,1,27/09/2019,6,07:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010790
43686,20191369R0728,413440.0,437722.0,-1.797259,53.835597,13,3,2,1,27/09/2019,6,11:50,200,E08000032,3,650,3,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01010785
43688,20191369R1189,412731.0,435476.0,-1.808125,53.815428000000004,13,3,1,1,27/09/2019,6,15:09,200,E08000032,4,6144,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,2,E01010677
43690,20191369R1283,413111.0,434417.0,-1.802399,53.8059,13,3,2,3,27/09/2019,6,15:40,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01010805
43700,20191369S1357,404040.0,437619.0,-1.9400979999999999,53.834826,13,3,1,1,28/09/2019,7,17:25,200,E08000032,4,6142,6,30,3,4,6,0,0,0,5,2,2,0,2,1,1,E01010854
43702,20191369T0270,413981.0,432374.0,-1.78928,53.787515,13,3,2,1,29/09/2019,1,03:15,200,E08000032,6,0,6,30,6,2,6,0,0,4,4,2,2,0,0,1,2,E01033697
43709,20191369T1501,410932.0,439153.0,-1.835319,53.848517,13,3,1,1,29/09/2019,1,19:46,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010578
43715,20191369U1459,413654.0,435094.0,-1.794124,53.811971,13,3,2,1,30/09/2019,2,17:26,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010675
43720,2019136A10513,410679.0,439432.0,-1.8391549999999999,53.851029000000004,13,3,2,2,01/10/2019,3,10:55,200,E08000032,3,650,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010578
43721,2019136A10759,404054.0,435043.0,-1.939917,53.811674,13,3,2,1,01/10/2019,3,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010857
43726,2019136A11266,417008.0,428924.0,-1.743526,53.756418000000004,13,3,2,1,01/10/2019,3,17:07,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010865
43728,2019136A11421,406200.0,441359.0,-1.907202,53.86841999999999,13,3,2,1,01/10/2019,3,17:47,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010710
43737,2019136A21158,411182.0,435731.0,-1.8316419999999998,53.817755000000005,13,3,2,1,02/10/2019,4,07:30,200,E08000032,4,6146,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010672
43739,2019136A21917,412593.0,434214.0,-1.810272,53.804088,13,3,2,2,02/10/2019,4,22:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010801
43741,2019136A30442,413188.0,434421.0,-1.8012290000000002,53.80593399999999,13,3,3,1,03/10/2019,5,09:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010806
43747,2019136A31275,419421.0,434230.0,-1.706598,53.804024,13,2,2,2,03/10/2019,5,21:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,2,E01010625
43759,2019136A41962,416112.0,432734.0,-1.756918,53.790690000000005,13,2,1,1,04/10/2019,6,21:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01010834
43765,2019136A61257,417664.0,435016.0,-1.7332310000000002,53.81115,13,3,2,1,06/10/2019,1,17:10,200,E08000032,6,0,6,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01010598
43773,2019136A71671,413152.0,433365.0,-1.801821,53.796443999999994,13,3,1,1,08/10/2019,3,14:16,200,E08000032,4,6145,6,30,0,-1,-1,0,0,0,4,4,2,0,0,1,1,E01010628
43782,2019136A81222,415568.0,434500.0,-1.7650869999999999,53.806579000000006,13,3,1,1,08/10/2019,3,15:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693
43786,2019136A90259,413776.0,432127.0,-1.792402,53.785301000000004,13,3,2,1,09/10/2019,4,07:43,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010659
43789,2019136A90312,417012.0,429267.0,-1.7434470000000002,53.759501,13,3,2,2,09/10/2019,4,08:30,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010818
43792,2019136A90962,403554.0,444395.0,-1.9474069999999999,53.895731000000005,13,3,3,2,09/10/2019,4,15:25,200,E08000032,4,6265,6,30,6,2,6,0,0,0,1,1,2,0,0,1,1,E01010645
43793,2019136A91063,415495.0,430070.0,-1.766416,53.766765,13,3,3,1,09/10/2019,4,16:23,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010747
43795,2019136A91295,417861.0,434310.0,-1.7302799999999998,53.804798,13,3,1,1,09/10/2019,4,15:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01010831
43796,2019136A91322,407911.0,441568.0,-1.881177,53.870276000000004,13,3,2,1,09/10/2019,4,18:22,200,E08000032,3,650,3,70,0,-1,-1,0,0,0,4,2,2,0,7,2,1,E01010703
43798,2019136A91523,408541.0,433105.0,-1.8718279999999998,53.794202,13,3,2,2,09/10/2019,4,19:59,200,E08000032,6,0,6,30,3,4,6,0,0,0,6,2,2,0,0,2,1,E01010595
43800,2019136A91714,417180.0,428517.0,-1.7409400000000002,53.75275500000001,13,3,1,1,09/10/2019,4,21:53,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010865
43807,2019136AA1793,404460.0,446126.0,-1.9335950000000002,53.911283,13,3,1,1,10/10/2019,5,21:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,7,2,2,0,0,2,2,E01010639
43809,2019136AB0622,415722.0,433774.0,-1.7627849999999998,53.800049,13,3,3,1,11/10/2019,6,12:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033691
43812,2019136AB1026,417569.0,432328.0,-1.734825,53.78699399999999,13,3,3,3,11/10/2019,6,15:20,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010613
43816,2019136AB1115,415760.0,430509.0,-1.762373,53.770703000000005,13,2,1,1,11/10/2019,6,15:55,200,E08000032,3,641,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010745
43822,2019136AB1788,414800.0,430054.0,-1.7769599999999999,53.766641,13,3,2,1,11/10/2019,6,20:35,200,E08000032,4,6380,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01010847
43824,2019136AC0238,418533.0,431226.0,-1.72026,53.77705699999999,13,3,2,1,12/10/2019,7,02:46,200,E08000032,6,0,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010614
43827,2019136AC0346,415119.0,432939.0,-1.7719799999999999,53.792562,13,2,1,1,12/10/2019,7,05:08,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,1,2,0,0,1,1,E01010836
43833,2019136AC1505,403441.0,437680.0,-1.9491990000000001,53.835379,13,3,2,1,12/10/2019,7,18:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010855
43839,2019136AD0978,414127.0,432104.0,-1.7870759999999999,53.785084999999995,13,3,2,1,13/10/2019,1,21:20,200,E08000032,6,0,6,30,2,4,6,0,0,0,4,2,2,0,0,1,2,E01033697
43842,2019136AD1607,403343.0,438342.0,-1.950681,53.841329,13,3,3,1,13/10/2019,1,19:23,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01010855
43844,2019136AD1905,404914.0,441543.0,-1.9267560000000001,53.870087,13,3,2,1,13/10/2019,1,22:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010720
43850,2019136AE0724,417008.0,432999.0,-1.7433029999999998,53.793043999999995,13,3,2,1,14/10/2019,2,12:30,200,E08000032,3,650,3,40,6,2,3,647,0,0,1,1,1,0,0,1,1,E01010613
43851,2019136AE0984,411820.0,432924.0,-1.8220580000000002,53.792512,13,3,2,2,14/10/2019,2,14:40,200,E08000032,4,6145,6,30,3,4,6,0,0,4,1,1,1,0,0,2,1,E01010794
43864,2019136AG0149,415253.0,428424.0,-1.770168,53.751978,13,2,1,1,16/10/2019,4,03:34,200,E08000032,3,641,6,30,3,4,4,6379,0,0,4,1,2,0,0,1,1,E01010866
43868,2019136AG0381,414668.0,432479.0,-1.778848,53.78844,13,3,1,1,16/10/2019,4,07:40,200,E08000032,3,6177,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01010835
43869,2019136AG0416,407278.0,442738.0,-1.8907759999999998,53.880801,13,3,2,1,16/10/2019,4,09:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01010707
43871,2019136AG1036,419546.0,429971.0,-1.704967,53.76574,13,3,1,1,16/10/2019,4,15:00,200,E08000032,6,0,6,30,3,4,3,650,0,0,1,1,1,0,0,1,1,E01010814
43876,2019136AG1547,413643.0,435108.0,-1.7942900000000002,53.812096999999994,13,2,2,1,16/10/2019,4,18:44,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010675
43883,2019136AH0338,414171.0,433685.0,-1.7863369999999998,53.799293000000006,13,2,2,1,17/10/2019,5,08:17,200,E08000032,4,6145,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010813
43887,2019136AH0697,416940.0,436633.0,-1.7441369999999998,53.825708,13,2,2,1,17/10/2019,5,12:03,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010603
43896,2019136AI0197,417189.0,432390.0,-1.740589,53.787564,13,3,2,1,18/10/2019,6,05:00,200,E08000032,3,650,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01010613
43897,2019136AI0293,413835.0,435321.0,-1.791365,53.814006000000006,13,3,1,1,18/10/2019,6,08:03,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010675
43901,2019136AI0877,417048.0,436875.0,-1.7424830000000002,53.827879,13,3,1,1,18/10/2019,6,13:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,5,1,2,0,0,1,1,E01010604
43902,2019136AI1181,415517.0,437378.0,-1.7657169999999998,53.832448,13,2,3,1,18/10/2019,6,15:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010782
43903,2019136AI1240,410570.0,442258.0,-1.840716,53.876431000000004,13,3,2,1,18/10/2019,6,16:20,200,E08000032,6,0,6,50,3,4,6,0,0,0,1,1,2,0,0,2,1,E01010706
43906,2019136AI1922,418596.0,433022.0,-1.719196,53.793195999999995,13,3,1,1,18/10/2019,6,22:30,200,E08000032,3,6177,6,30,6,2,3,647,0,5,4,1,1,0,0,1,1,E01010620
43916,2019136AK0781,404885.0,441086.0,-1.9272040000000001,53.86598000000001,13,3,1,2,17/10/2019,5,15:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010720
43921,2019136AK1897,414129.0,431483.0,-1.787074,53.779503000000005,13,3,4,1,20/10/2019,1,22:15,200,E08000032,3,6177,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010663
43922,2019136AK1899,418552.0,432163.0,-1.719915,53.785477,13,2,3,2,20/10/2019,1,22:19,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010609
