,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
42176,20191364S0975,406037.0,441077.0,-1.909686,53.865888,13,3,2,1,28/04/2019,1,15:00,200,E08000032,3,650,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010710
42186,20191364T1052,415108.0,432676.0,-1.77216,53.790199,13,3,2,1,29/04/2019,2,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010836
42188,20191364U0364,417678.0,434492.0,-1.733048,53.80644,13,3,2,1,30/04/2019,3,09:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010828
42189,20191364U0394,417916.0,434793.0,-1.7294169999999998,53.809138,13,3,3,1,30/04/2019,3,09:35,200,E08000032,3,658,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010828
42198,2019136510316,415671.0,434346.0,-1.7635299999999998,53.805192000000005,13,3,2,1,01/05/2019,4,07:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693
42206,2019136511117,416711.0,433555.0,-1.747782,53.79805,13,3,2,1,01/05/2019,4,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693
42208,2019136511214,414265.0,437326.0,-1.7847419999999998,53.832016,13,3,2,1,01/05/2019,4,16:20,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010788
42209,2019136511434,417395.0,432189.0,-1.7374740000000002,53.785751,13,3,2,1,01/05/2019,4,16:40,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010613
42211,2019136511722,406152.0,440016.0,-1.9079580000000003,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713
42213,2019136520964,418632.0,436359.0,-1.71845,53.823188,13,3,2,1,02/05/2019,5,14:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010652
42217,2019136521168,410121.0,430164.0,-1.847938,53.767741,13,3,1,1,02/05/2019,5,16:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752
42218,2019136521277,407526.0,442262.0,-1.887015,53.876518999999995,13,2,1,1,02/05/2019,5,16:54,200,E08000032,4,6265,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010703
42231,2019136531342,415398.0,430791.0,-1.7678509999999998,53.773247999999995,13,3,1,1,03/05/2019,6,18:21,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010744
42233,2019136531792,415359.0,426744.0,-1.768643,53.736875,13,3,2,1,03/05/2019,6,22:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010872
42234,2019136540437,418415.0,430653.0,-1.722084,53.771910999999996,13,3,2,1,04/05/2019,7,09:11,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010815
42241,2019136541161,415032.0,435586.0,-1.7731729999999999,53.816355,13,3,2,1,04/05/2019,7,15:58,200,E08000032,3,650,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010793
42242,2019136541471,414499.0,429159.0,-1.781568,53.758605,13,3,1,1,04/05/2019,7,18:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010867
42243,2019136541548,417339.0,433417.0,-1.7382549999999999,53.79679,13,3,2,1,04/05/2019,7,19:13,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010606
42244,2019136550886,417890.0,430079.0,-1.7300830000000003,53.766769999999994,13,3,2,1,05/05/2019,1,14:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010817
42246,2019136551348,415834.0,430715.0,-1.7612400000000001,53.772552000000005,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743
42259,2019136571677,416079.0,434909.0,-1.757306,53.81024,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824
42266,2019136580282,418532.0,435653.0,-1.720011,53.816846,13,3,1,1,08/05/2019,4,08:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01010649
42269,2019136580904,415474.0,437440.0,-1.7663669999999998,53.833006000000005,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782
42273,2019136590833,416078.0,432677.0,-1.757437,53.790179,13,3,1,1,09/05/2019,5,13:34,200,E08000032,6,0,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01010834
42281,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833
42282,20191365A1527,413690.0,432053.0,-1.793711,53.784638,13,1,3,1,10/05/2019,6,19:11,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,2,0,2,1,1,E01010659
42284,20191365B0443,416402.0,433747.0,-1.752462,53.799786,13,3,1,1,11/05/2019,7,08:50,200,E08000032,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033693
42293,20191365B0785,416250.0,433308.0,-1.754793,53.79584499999999,13,3,2,1,11/05/2019,7,12:54,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033690
42298,20191365B1259,417791.0,435501.0,-1.7312740000000002,53.815505,13,3,2,1,11/05/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010601
42317,20191365D0364,414054.0,431432.0,-1.788215,53.779047,13,3,1,2,13/05/2019,2,08:41,200,E08000032,3,6177,6,30,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010663
42320,20191365D0675,405913.0,440777.0,-1.9115779999999998,53.863193,13,3,1,1,13/05/2019,2,12:00,200,E08000032,3,629,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010711
42329,20191365E1135,411586.0,447811.0,-1.8250540000000002,53.92631899999999,13,3,2,1,14/05/2019,3,16:30,200,E08000032,3,65,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01010695
42343,20191365F1000,415280.0,431195.0,-1.769622,53.776883,13,3,2,1,15/05/2019,4,20:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01010739
42348,20191365F1528,410204.0,435533.0,-1.8465029999999998,53.815994999999994,13,3,2,2,15/05/2019,4,18:00,200,E08000032,4,6144,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010672
42349,20191365F1549,417901.0,431459.0,-1.7298360000000002,53.779173,13,2,1,1,15/05/2019,4,18:09,200,E08000032,3,650,3,40,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010609
42356,20191365G1299,407315.0,441155.0,-1.890251,53.866572999999995,13,3,1,1,16/05/2019,5,17:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,2,1,1,E01010703
42357,20191365G1315,419254.0,435078.0,-1.709081,53.811652,13,2,3,1,16/05/2019,5,17:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010826
42374,20191365I0863,415376.0,426667.0,-1.768389,53.736183,13,3,2,1,18/05/2019,7,13:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010872
42376,20191365J0504,411256.0,438149.0,-1.83043,53.839486,13,3,2,1,19/05/2019,1,09:01,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010596
42379,20191365K0280,415725.0,432082.0,-1.762825,53.784842000000005,13,2,1,1,20/05/2019,2,07:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010731
42380,20191365K0324,416284.0,434987.0,-1.754189,53.810933999999996,13,3,1,1,20/05/2019,2,08:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010599
42382,20191365K0742,408031.0,431960.0,-1.8795990000000002,53.783919,13,3,2,1,20/05/2019,2,12:42,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010795
42386,20191365L0110,404911.0,440737.0,-1.926814,53.862843000000005,13,2,1,1,21/05/2019,3,01:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010724
42387,20191365L0252,415060.0,438042.0,-1.7726279999999999,53.838429000000005,13,3,2,1,21/05/2019,3,06:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010571
42394,20191365L1534,401476.0,444790.0,-1.9790259999999997,53.899291000000005,13,3,1,1,21/05/2019,3,18:15,200,E08000032,4,6265,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010644
42395,20191365L1789,417337.0,446235.0,-1.7375669999999999,53.911995,13,3,2,1,21/05/2019,3,18:20,200,E08000032,3,65,1,40,1,4,3,660,0,0,1,1,1,0,0,2,1,E01010771
42398,20191365M0290,417962.0,438430.0,-1.728507,53.841825,13,3,2,2,22/05/2019,4,08:00,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010685
42400,20191365M0511,416126.0,432568.0,-1.7567139999999999,53.789198,13,3,2,1,22/05/2019,4,10:55,200,E08000032,3,647,3,30,9,2,6,0,0,0,1,1,1,0,0,1,2,E01010731
42407,20191365N0276,416332.0,432593.0,-1.753586,53.789416,13,3,3,2,23/05/2019,5,07:55,200,E08000032,3,641,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033690
42409,20191365N0403,406040.0,441185.0,-1.9096389999999999,53.86685799999999,13,3,1,1,23/05/2019,5,09:40,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710
42411,20191365N0871,416044.0,434206.0,-1.7578740000000002,53.803922,13,3,2,2,23/05/2019,5,13:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693
42414,20191365N1421,417675.0,432345.0,-1.7332150000000002,53.78714300000001,13,3,2,1,23/05/2019,5,17:37,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010613
42417,20191365N1785,405716.0,441261.0,-1.914564,53.86754499999999,13,2,1,1,23/05/2019,5,20:59,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010710
42425,20191365O1083,406850.0,433471.0,-1.8974900000000001,53.797516,13,3,1,1,24/05/2019,6,15:25,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010595
42426,20191365O1084,414292.0,431672.0,-1.7845919999999997,53.781197999999996,13,2,2,1,24/05/2019,6,15:36,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010663
42428,20191365O1537,416216.0,433674.0,-1.7552900000000002,53.799135,13,3,2,2,24/05/2019,6,18:28,200,E08000032,3,6181,6,30,9,2,3,6181,0,0,1,1,1,0,0,1,1,E01033691
42430,20191365O1925,415305.0,431700.0,-1.769218,53.781420999999995,13,2,2,1,24/05/2019,6,21:26,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010733
42432,20191365P0128,414109.0,434451.0,-1.7872430000000001,53.806180000000005,13,3,1,1,25/05/2019,7,17:42,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,2,E01010809
42434,20191365P0612,419350.0,437622.0,-1.7074639999999999,53.834513,13,3,2,1,25/05/2019,7,10:50,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010689
42453,20191365R0356,409314.0,429073.0,-1.8602130000000001,53.75795,13,3,1,1,27/05/2019,2,05:48,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010760
42455,20191365R1242,406446.0,441972.0,-1.903448,53.873927,13,3,2,2,27/05/2019,2,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010701
42459,20191365T0746,415330.0,437542.0,-1.76855,53.833927,13,3,1,1,29/05/2019,4,12:30,200,E08000032,4,6149,6,30,0,-1,-1,0,2,5,1,1,1,0,0,1,1,E01010782
42461,20191365T1152,415168.0,432858.0,-1.7712400000000001,53.791833,13,3,1,1,29/05/2019,4,15:38,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,6,1,1,E01010834
42462,20191365T1256,411871.0,437327.0,-1.821115,53.832083999999995,13,3,2,1,29/05/2019,4,16:20,200,E08000032,4,6269,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010596
42464,20191365T1463,404903.0,448177.0,-1.92682,53.929713,13,3,2,1,29/05/2019,4,17:45,200,E08000032,3,6034,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010638
42465,20191365T1471,414603.0,433631.0,-1.779781,53.798795999999996,13,3,2,3,29/05/2019,4,17:50,200,E08000032,4,6145,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01010812
42466,20191365U0177,415415.0,433141.0,-1.767477,53.794368999999996,13,3,3,1,30/05/2019,5,03:55,200,E08000032,6,0,2,30,3,4,6,0,0,0,4,2,2,0,2,1,1,E01010834
42468,20191365U0836,414503.0,433646.0,-1.781298,53.798933999999996,13,3,2,1,01/06/2019,7,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010812
42472,20191365U1055,418896.0,433274.0,-1.7146270000000001,53.795451,13,3,2,1,30/05/2019,5,15:41,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010620
42473,20191365U1204,405565.0,442232.0,-1.916843,53.876274,13,3,2,1,30/05/2019,5,16:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010729
42476,20191365U1415,416609.0,446415.0,-1.7486389999999998,53.913637,13,3,2,1,30/05/2019,5,18:31,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010769
42484,20191365V1242,406923.0,441890.0,-1.896195,53.873183999999995,13,2,1,1,31/05/2019,6,16:15,200,E08000032,3,650,3,40,1,2,3,6035,0,5,1,1,1,0,0,1,1,E01010700
42487,20191365V2099,411489.0,433520.0,-1.827061,53.797876,13,3,2,1,31/05/2019,6,22:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010802
42488,2019136610440,417178.0,428584.0,-1.740967,53.753356999999994,13,2,1,1,01/06/2019,7,08:26,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010818
42498,2019136611750,414795.0,432610.0,-1.7769139999999999,53.789614,13,3,1,1,01/06/2019,7,17:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010835
42503,2019136621193,417611.0,430456.0,-1.7342939999999998,53.770168000000005,13,3,2,1,02/06/2019,1,13:45,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010615
42504,2019136621479,418518.0,433607.0,-1.720346,53.79845699999999,13,3,2,3,02/06/2019,1,17:28,200,E08000032,3,6177,6,30,6,2,4,6381,0,5,1,1,1,0,0,1,1,E01010622
42505,2019136621604,418510.0,433625.0,-1.720466,53.798618999999995,13,3,1,2,02/06/2019,1,18:37,200,E08000032,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01010622
42507,2019136630447,414880.0,436249.0,-1.77545,53.82231899999999,13,3,1,1,03/06/2019,2,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010791
42509,2019136631364,417602.0,433256.0,-1.734272,53.795334,13,3,1,1,03/06/2019,2,17:11,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010608
42510,2019136631417,415399.0,434955.0,-1.76763,53.810673,13,3,1,1,03/06/2019,2,17:35,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010679
42517,2019136641023,414699.0,437545.0,-1.7781369999999999,53.833971999999996,13,2,1,1,04/06/2019,3,14:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01033689
42525,2019136651245,414772.0,434692.0,-1.777165,53.808328,13,3,2,1,05/06/2019,4,16:40,200,E08000032,6,0,6,30,6,1,6,0,2,4,1,1,1,0,0,1,1,E01010676
42527,2019136660009,419046.0,433430.0,-1.712341,53.796847,13,3,2,2,06/06/2019,5,00:04,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010618
42529,2019136660376,416905.0,435007.0,-1.744757,53.811094999999995,13,3,2,1,06/06/2019,5,08:50,200,E08000032,3,6177,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010602
42531,2019136660499,415262.0,436373.0,-1.769641,53.823421999999994,13,3,3,1,06/06/2019,5,10:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010792
42533,2019136661010,414213.0,434434.0,-1.785665,53.806024,13,3,3,1,06/06/2019,5,15:07,200,E08000032,4,6144,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010809
42537,2019136661437,406046.0,441613.0,-1.9095389999999999,53.87070500000001,13,3,1,1,06/06/2019,5,18:19,200,E08000032,6,0,6,30,3,2,3,629,0,0,1,1,1,0,0,1,1,E01010728
42539,2019136671287,414388.0,437499.0,-1.7828650000000001,53.833567,13,3,1,2,07/06/2019,6,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010788
42540,2019136671321,413853.0,434579.0,-1.791125,53.807337,13,3,2,3,07/06/2019,6,14:56,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010804
42543,2019136671615,411550.0,438349.0,-1.825955,53.841277000000005,13,3,1,2,07/06/2019,6,19:45,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010596
42548,2019136681094,420232.0,429558.0,-1.6945880000000002,53.762002,13,3,2,2,08/06/2019,7,15:30,200,E08000032,3,650,7,20,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010816
42554,2019136690670,412237.0,433095.0,-1.815722,53.794039,13,2,2,1,09/06/2019,1,11:28,200,E08000032,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010628
42555,2019136691236,415124.0,434763.0,-1.771816,53.80895600000001,13,3,2,1,09/06/2019,1,16:00,200,E08000032,6,0,6,30,6,2,6,0,0,4,1,1,2,1,0,1,1,E01010679
42557,2019136691599,415500.0,437400.0,-1.7659740000000002,53.832646,13,2,1,1,09/06/2019,1,18:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782
42576,20191366B1479,418344.0,433214.0,-1.72301,53.794931000000005,13,3,2,1,11/06/2019,3,19:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01010622
42577,20191366B1575,415879.0,430595.0,-1.760563,53.771471999999996,13,3,2,1,11/06/2019,3,20:13,200,E08000032,3,6177,3,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01010745
42579,20191366C0242,413060.0,447609.0,-1.802617,53.924468000000005,13,3,3,1,12/06/2019,4,07:52,200,E08000032,4,6382,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01010691
42582,20191366C0713,413555.0,434350.0,-1.7956599999999998,53.805287,13,3,1,1,12/06/2019,4,12:46,200,E08000032,6,0,2,30,3,2,6,0,2,4,1,2,2,0,0,1,2,E01010810
42584,20191366C1179,418763.0,433719.0,-1.716619,53.799455,13,3,2,1,12/06/2019,4,19:25,200,E08000032,4,6381,6,30,3,4,6,0,0,0,1,5,2,0,0,1,2,E01010619
42592,20191366D1353,418319.0,436162.0,-1.723216,53.821428000000004,13,3,2,2,13/06/2019,5,18:05,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010652
42594,20191366D1809,413589.0,431040.0,-1.795288,53.775535999999995,13,3,2,5,13/06/2019,5,21:59,200,E08000032,3,647,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010762
42605,20191366E0971,409575.0,434485.0,-1.8560889999999999,53.806587,13,3,2,1,14/06/2019,6,14:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,7,0,2,1,E01010797
42613,20191366F1162,415278.0,433831.0,-1.769523,53.800575,13,3,3,2,15/06/2019,7,16:45,200,E08000032,4,6144,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,E01010842
42616,20191366F1799,410773.0,439045.0,-1.837739,53.847549,13,3,1,1,15/06/2019,7,22:30,200,E08000032,4,6265,6,30,6,4,6,0,0,0,4,2,2,0,0,1,2,E01010578
42618,20191366G0429,407057.0,436275.0,-1.894284,53.822715,13,3,1,1,16/06/2019,1,08:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010592
42621,20191366G1167,413978.0,432372.0,-1.7893259999999998,53.787496999999995,13,3,2,1,16/06/2019,1,16:32,200,E08000032,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01033697
42623,20191366G1699,414366.0,432701.0,-1.783421,53.790443999999994,13,3,2,1,16/06/2019,1,20:27,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010837
42627,20191366H0553,417384.0,432955.0,-1.737598,53.792636,13,3,2,2,17/06/2019,2,11:15,200,E08000032,3,647,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010606
42631,20191366H1573,412952.0,437673.0,-1.804676,53.83516899999999,13,3,2,1,17/06/2019,2,19:40,200,E08000032,3,650,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010786
42632,20191366H1644,416343.0,432229.0,-1.753438,53.78614399999999,13,3,2,1,17/06/2019,2,20:21,200,E08000032,3,641,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01010730
42633,20191366H1856,417212.0,430343.0,-1.7403529999999998,53.769165,13,3,2,2,17/06/2019,2,22:15,200,E08000032,3,6177,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01010615
42641,20191366I1463,411866.0,437475.0,-1.821186,53.833415,13,3,2,1,18/06/2019,3,14:00,200,E08000032,4,6146,6,30,3,2,4,6265,0,0,1,1,1,0,0,2,2,E01010596
42648,20191366J1024,415310.0,433564.0,-1.76905,53.798173999999996,13,3,2,1,19/06/2019,4,14:46,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010842
42653,20191366J1784,402748.0,438891.0,-1.9597189999999998,53.846267000000005,13,3,2,1,19/06/2019,4,18:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010862
42654,20191366J2150,406041.0,441511.0,-1.909617,53.869788,13,3,1,1,19/06/2019,4,23:06,200,E08000032,3,629,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010728
42657,20191366K1178,418836.0,436278.0,-1.715356,53.822452,13,1,2,1,20/06/2019,5,16:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010649
42665,20191366L0782,418349.0,434023.0,-1.7228869999999998,53.802202,13,3,1,1,21/06/2019,6,12:35,200,E08000032,3,6177,6,30,0,-1,-1,0,2,4,1,1,1,0,0,1,1,E01010622
42667,20191366L0945,405323.0,439874.0,-1.920564,53.85508299999999,13,2,1,1,21/06/2019,6,08:50,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010714
42669,20191366L1023,418063.0,431057.0,-1.7274009999999997,53.77555400000001,13,3,2,1,30/05/2019,5,18:30,200,E08000032,3,6177,1,30,1,4,3,650,0,0,1,1,1,0,0,1,2,E01010615
42674,20191366L1283,415828.0,434177.0,-1.761155,53.803668,13,3,2,1,21/06/2019,6,16:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693
42675,20191366L1405,419284.0,430980.0,-1.708879,53.774818,13,3,2,3,21/06/2019,6,17:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010820
42681,20191366M1001,414249.0,437344.0,-1.784984,53.832178000000006,13,3,1,1,22/06/2019,7,14:02,200,E08000032,3,650,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010788
42682,20191366M1340,416118.0,446951.0,-1.756086,53.91846999999999,13,3,2,1,22/06/2019,7,17:00,200,E08000032,3,65,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01010768
42683,20191366M1400,412150.0,433436.0,-1.817029,53.79710600000001,13,3,1,1,22/06/2019,7,17:34,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010632
42686,20191366N0605,411350.0,438809.0,-1.828978,53.845416,13,3,2,1,23/06/2019,1,10:20,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,1,1,1,0,7,2,1,E01010585
42691,20191366O0099,414723.0,432823.0,-1.777997,53.791531000000006,13,3,3,1,24/06/2019,2,01:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010833
42694,20191366O0885,417388.0,436911.0,-1.737316,53.828192,13,3,2,2,24/06/2019,2,13:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010604
42708,20191366P0955,413283.0,433413.0,-1.7998299999999998,53.796872,13,2,2,4,25/06/2019,3,14:15,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010628
42712,20191366P1342,415459.0,432076.0,-1.766862,53.78479599999999,13,3,2,1,25/06/2019,3,17:40,200,E08000032,6,0,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,E01010731
42713,20191366P1484,417284.0,433453.0,-1.7390880000000002,53.797115000000005,13,3,3,2,25/06/2019,3,18:48,200,E08000032,3,658,1,30,1,2,6,0,0,4,1,1,1,0,0,1,1,E01010606
42724,20191366Q1384,418359.0,431387.0,-1.7228900000000003,53.77851,13,3,2,1,26/06/2019,4,18:05,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010614
42725,20191366Q1409,413610.0,448120.0,-1.7942189999999998,53.929047,13,3,2,1,26/06/2019,4,18:15,200,E08000032,3,65,6,30,3,4,3,6382,0,0,1,1,1,0,0,2,2,E01010696
42727,20191366Q1555,419084.0,433891.0,-1.7117349999999998,53.800989,13,3,1,1,26/06/2019,4,19:28,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010627
